"cuestionario_hogar_id","personas_en_el_hogar","estado_entrevista"
"42510501",6,"1"
"42510901",7,"1"
"42511601",6,"1"
"42513101",8,"1"
"42515001",1,"1"
"42701101",6,"1"
"42702101",3,"1"
"42708001",2,"1"
"42708301",4,"1"
"42709501",5,"1"
"42711801",6,"1"
"42712501",5,"1"
"42715101",3,"1"
"42715501",3,"1"
"42715801",4,"1"
"42802801",1,"1"
"42806901",2,"1"
"42807701",5,"1"
"42809601",6,"1"
"42812001",3,"1"
"42812201",3,"1"
"42815201",3,"1"
"42815401",7,"1"
"43000101",4,"1"
"43000201",3,"1"
"43000301",3,"1"
"43000501",7,"1"
"43004401",4,"1"
"43004501",4,"1"
"43004601",2,"1"
"43004701",4,"1"
"43006101",5,"1"
"43006601",2,"1"
"43006701",5,"1"
"43006801",5,"1"
"43006901",2,"1"
"43200201",3,"1"
"43200701",3,"1"
"43201101",4,"1"
"43203101",4,"1"
"43204301",4,"1"
"43207801",5,"1"
"43208901",1,"1"
"43209601",2,"1"
"43211001",1,"1"
"43300601",4,"1"
"43302001",4,"1"
"43302601",7,"1"
"43303301",2,"1"
"43305001",3,"1"
"43307101",3,"1"
"43309001",5,"1"
"43312201",5,"1"
"43312701",4,"1"
"43500301",5,"1"
"43500501",3,"1"
"43502401",4,"1"
"43503301",4,"1"
"43506101",5,"1"
"43506901",5,"1"
"43511101",4,"1"
"43512301",4,"1"
"43514001",3,"1"
"43700201",3,"1"
"43701201",5,"1"
"43703001",4,"1"
"43703301",3,"1"
"43703901",9,"1"
"43704201",6,"1"
"43704901",2,"1"
"43705001",2,"1"
"43800601",4,"1"
"43801001",1,"1"
"43801301",5,"1"
"43802401",3,"1"
"43804201",3,"1"
"43805001",5,"1"
"43806701",2,"1"
"43806801",5,"1"
"43807001",4,"1"
"44100101",7,"1"
"44100201",5,"1"
"44100301",2,"1"
"44100401",1,"1"
"44100501",2,"1"
"44102101",4,"1"
"44102201",2,"1"
"44102601",4,"1"
"44103101",8,"1"
"44103201",6,"1"
"44109601",2,"1"
"44109801",6,"1"
"44109901",6,"1"
"44110001",3,"1"
"44301801",3,"1"
"44302401",3,"1"
"44303201",5,"1"
"44303301",5,"1"
"44303901",4,"1"
"44304201",1,"1"
"44305901",4,"1"
"44306001",2,"1"
"44306501",2,"1"
"44403201",3,"1"
"44406501",3,"1"
"44407701",4,"1"
"44410101",5,"1"
"44413801",4,"1"
"44415101",3,"1"
"44416601",3,"1"
"44417501",4,"1"
"44420201",9,"1"
"44500201",4,"1"
"44500301",1,"1"
"44503901",3,"1"
"44505401",4,"1"
"44505501",4,"1"
"44507001",3,"1"
"44508001",4,"1"
"44508801",5,"1"
"44509001",5,"1"
"44702601",2,"1"
"44702701",3,"1"
"44702801",4,"1"
"44702901",2,"1"
"44703001",3,"1"
"44701001",4,"1"
"44701101",3,"1"
"44701201",1,"1"
"44701301",1,"1"
"44701401",3,"1"
"44700301",3,"1"
"44700401",3,"1"
"44700801",5,"1"
"44700901",4,"1"
"44801501",2,"1"
"44801701",2,"1"
"44801901",1,"1"
"44806601",3,"1"
"44806701",2,"1"
"44806801",5,"1"
"44806901",4,"1"
"44807601",4,"1"
"44807701",4,"1"
"44807801",7,"1"
"44807901",4,"1"
"44808001",4,"1"
"45008001",3,"1"
"45008101",3,"1"
"45008201",3,"1"
"45008301",3,"1"
"45008401",1,"1"
"45003101",1,"1"
"45003201",3,"1"
"45003301",1,"1"
"45003401",4,"1"
"45003501",3,"1"
"45004601",4,"1"
"45004701",4,"1"
"45005001",2,"1"
"45005101",5,"1"
"45100601",3,"1"
"45100701",3,"1"
"45100801",1,"1"
"45100901",7,"1"
"45101001",2,"1"
"45107201",2,"1"
"45107301",2,"1"
"45108001",1,"1"
"45108101",5,"1"
"45108201",2,"1"
"45109201",3,"1"
"45109301",5,"1"
"45109401",4,"1"
"45109501",5,"1"
"45212601",3,"1"
"45212701",5,"1"
"45212801",3,"1"
"45212901",3,"1"
"45213001",1,"1"
"45213301",4,"1"
"45213501",1,"1"
"45213601",3,"1"
"45213701",2,"1"
"45213801",4,"1"
"45201701",3,"1"
"45201801",5,"1"
"45201901",4,"1"
"45202101",3,"1"
"45500601",4,"1"
"45500701",4,"1"
"45500801",6,"1"
"45500901",3,"1"
"45501001",7,"1"
"45502101",4,"1"
"45502201",5,"1"
"45502301",4,"1"
"45502401",2,"1"
"45502501",6,"1"
"45519301",4,"1"
"45519401",2,"1"
"45519501",2,"1"
"45519601",3,"1"
"45520101",3,"1"
"45600101",4,"1"
"45601101",3,"1"
"45601301",6,"1"
"45602401",4,"1"
"45603701",3,"1"
"45604601",3,"1"
"45604701",3,"1"
"45604901",6,"1"
"45606101",2,"1"
"45608001",4,"1"
"45608101",5,"1"
"45608401",4,"1"
"45608701",8,"1"
"45700601",1,"1"
"45700701",5,"1"
"45700801",6,"1"
"45700901",3,"1"
"45701001",7,"1"
"45714201",3,"1"
"45714301",7,"1"
"45714401",7,"1"
"45714501",1,"1"
"45714601",4,"1"
"45710701",6,"1"
"45710801",2,"1"
"45710901",1,"1"
"45711001",5,"1"
"45800701",5,"1"
"45800901",7,"1"
"45801401",5,"1"
"45801601",5,"1"
"45801901",3,"1"
"45802001",9,"1"
"45802101",3,"1"
"45802201",2,"1"
"45802301",7,"1"
"45804101",7,"1"
"45804201",3,"1"
"45804301",1,"1"
"45804701",2,"1"
"45804801",5,"1"
"46202501",2,"1"
"46202601",4,"1"
"46202801",1,"1"
"46205401",1,"1"
"46205601",4,"1"
"46205701",5,"1"
"46205801",3,"1"
"46205901",2,"1"
"46201201",2,"1"
"46201301",7,"1"
"46401201",5,"1"
"46401401",5,"1"
"46401501",8,"1"
"46401601",1,"1"
"46401701",2,"1"
"46405801",2,"1"
"46405901",4,"1"
"46406001",2,"1"
"46406201",4,"1"
"46406301",3,"1"
"46406401",4,"1"
"46406501",3,"1"
"46406601",3,"1"
"46406701",1,"1"
"46500101",4,"1"
"46500601",3,"1"
"46503001",4,"1"
"46503101",4,"1"
"46503701",4,"1"
"46504901",2,"1"
"46505101",6,"1"
"46507101",4,"1"
"46507401",4,"1"
"46507801",5,"1"
"46507901",5,"1"
"46510501",3,"1"
"46512801",5,"1"
"46512901",1,"1"
"46700301",4,"1"
"46702001",1,"1"
"46703501",3,"1"
"46704401",6,"1"
"46704901",4,"1"
"46705401",4,"1"
"46705801",2,"1"
"46707901",2,"1"
"47000901",4,"1"
"47003301",8,"1"
"47004101",4,"1"
"47004801",4,"1"
"47006401",1,"1"
"47007301",3,"1"
"47008101",2,"1"
"47008701",12,"1"
"47008901",4,"1"
"47100201",5,"1"
"47103601",3,"1"
"47103901",4,"1"
"47104801",4,"1"
"47106001",5,"1"
"47107301",3,"1"
"47110901",4,"1"
"47113101",6,"1"
"47113401",3,"1"
"47200101",6,"1"
"47203601",2,"1"
"47206101",3,"1"
"47206701",5,"1"
"47207301",5,"1"
"47214101",4,"1"
"47217601",5,"1"
"47219001",3,"1"
"47300601",4,"1"
"47301501",6,"1"
"47302001",3,"1"
"47303501",1,"1"
"47305901",5,"1"
"47309601",5,"1"
"47309901",5,"1"
"47310501",2,"1"
"47401301",3,"1"
"47402101",3,"1"
"47402301",3,"1"
"47408301",4,"1"
"47410301",8,"1"
"47410701",1,"1"
"47411801",4,"1"
"47413001",4,"1"
"47414001",5,"1"
"47601101",2,"1"
"47602601",5,"1"
"47603001",2,"1"
"47603801",4,"1"
"47605001",3,"1"
"47607901",5,"1"
"47609201",3,"1"
"47609401",2,"1"
"47612201",5,"1"
"47801001",1,"1"
"47801301",2,"1"
"47803101",6,"1"
"47805001",5,"1"
"47805401",3,"1"
"47805801",6,"1"
"47808701",5,"1"
"48000401",3,"1"
"48000601",4,"1"
"48001801",10,"1"
"48002801",4,"1"
"48003601",5,"1"
"48003701",5,"1"
"48004901",9,"1"
"48005301",9,"1"
"48009801",3,"1"
"48100901",5,"1"
"48101201",3,"1"
"48101501",5,"1"
"48103101",6,"1"
"48103301",5,"1"
"48106301",3,"1"
"48106601",1,"1"
"48108201",2,"1"
"48214801",2,"1"
"48215301",1,"1"
"48215901",3,"1"
"48216001",5,"1"
"48216101",4,"1"
"48210301",4,"1"
"48210401",3,"1"
"48210501",5,"1"
"48210701",4,"1"
"48210901",3,"1"
"48200101",5,"1"
"48200201",4,"1"
"48200301",4,"1"
"48200401",8,"1"
"48200501",3,"1"
"48303001",4,"1"
"48303101",3,"1"
"48303201",3,"1"
"48303301",5,"1"
"48303801",2,"1"
"48304001",3,"1"
"48304101",4,"1"
"48304201",4,"1"
"48304301",4,"1"
"48309701",5,"1"
"48309801",6,"1"
"48309901",4,"1"
"48310001",4,"1"
"48500201",3,"1"
"48500701",4,"1"
"48501401",1,"1"
"48501701",5,"1"
"48502601",4,"1"
"48503001",4,"1"
"48503101",2,"1"
"48503601",7,"1"
"48503701",3,"1"
"48504001",1,"1"
"48505801",1,"1"
"48506101",4,"1"
"48506401",3,"1"
"48508001",2,"1"
"48508301",1,"1"
"48803801",4,"1"
"48803901",3,"1"
"48804001",5,"1"
"48804601",4,"1"
"48804801",3,"1"
"48807101",4,"1"
"48807201",2,"1"
"48807401",3,"1"
"48807501",3,"1"
"48801701",4,"1"
"48801801",2,"1"
"48801901",1,"1"
"48802001",2,"1"
"49012901",5,"1"
"49013001",2,"1"
"49013101",2,"1"
"49013201",2,"1"
"49013301",6,"1"
"49004701",3,"1"
"49005001",2,"1"
"49005101",4,"1"
"49005401",2,"1"
"49005701",8,"1"
"49000701",4,"1"
"49001101",3,"1"
"49001201",5,"1"
"49001601",5,"1"
"49105801",5,"1"
"49106701",1,"1"
"49106801",5,"1"
"49106901",6,"1"
"49107101",5,"1"
"49100601",4,"1"
"49100801",3,"1"
"49100901",3,"1"
"49101101",2,"1"
"49103001",6,"1"
"49103101",3,"1"
"49103201",4,"1"
"49103401",4,"1"
"49208101",2,"1"
"49208201",3,"1"
"49208401",4,"1"
"49208501",2,"1"
"49208601",4,"1"
"49209501",6,"1"
"49209601",5,"1"
"49209701",3,"1"
"49209801",2,"1"
"49209901",3,"1"
"49203801",1,"1"
"49203901",7,"1"
"49204001",4,"1"
"49204101",3,"1"
"49204201",3,"1"
"49307301",2,"1"
"49307801",3,"1"
"49307901",1,"1"
"49308001",3,"1"
"49308101",3,"1"
"49303701",3,"1"
"49303801",6,"1"
"49304001",7,"1"
"49304101",5,"1"
"49304201",2,"1"
"49304301",5,"1"
"49304401",4,"1"
"49304501",2,"1"
"49304601",3,"1"
"49304801",5,"1"
"49400601",5,"1"
"49402301",4,"1"
"49402601",4,"1"
"49403001",5,"1"
"49403101",7,"1"
"49404401",5,"1"
"49404901",4,"1"
"49405001",1,"1"
"49405901",5,"1"
"49406701",4,"1"
"49407201",2,"1"
"49407301",4,"1"
"49407701",4,"1"
"49409101",4,"1"
"49502301",4,"1"
"49502401",2,"1"
"49502601",2,"1"
"49502701",4,"1"
"49502901",3,"1"
"49504301",5,"1"
"49504801",5,"1"
"49505101",2,"1"
"49505201",5,"1"
"49505401",5,"1"
"49506901",5,"1"
"49507001",1,"1"
"49507201",1,"1"
"49704801",4,"1"
"49704901",1,"1"
"49705001",1,"1"
"49705101",6,"1"
"49705201",4,"1"
"49708301",3,"1"
"49708401",3,"1"
"49708501",4,"1"
"49708601",2,"1"
"49708701",3,"1"
"49709901",4,"1"
"49710101",4,"1"
"49710201",3,"1"
"49900901",4,"1"
"49901001",3,"1"
"49901201",2,"1"
"49901701",3,"1"
"49901801",3,"1"
"49902101",4,"1"
"49902901",5,"1"
"49904501",2,"1"
"49904901",3,"1"
"49905901",1,"1"
"49906001",3,"1"
"49906101",5,"1"
"49906301",3,"1"
"49907401",1,"1"
"50104601",5,"1"
"50104701",2,"1"
"50104801",4,"1"
"50104901",6,"1"
"50105001",4,"1"
"50107001",6,"1"
"50107201",6,"1"
"50107401",5,"1"
"50107501",3,"1"
"50111901",3,"1"
"50112001",5,"1"
"50112101",3,"1"
"50112201",2,"1"
"50203201",5,"1"
"50203301",4,"1"
"50203401",7,"1"
"50203501",2,"1"
"50204601",5,"1"
"50204701",4,"1"
"50204801",7,"1"
"50205101",3,"1"
"50205701",9,"1"
"50201701",6,"1"
"50201801",2,"1"
"50202101",13,"1"
"50202201",9,"1"
"50202301",8,"1"
"50306901",8,"1"
"50307201",10,"1"
"50307301",2,"1"
"50307601",3,"1"
"50300101",3,"1"
"50300201",5,"1"
"50300301",5,"1"
"50300401",4,"1"
"50300501",10,"1"
"50302101",5,"1"
"50302201",9,"1"
"50302501",3,"1"
"50302901",11,"1"
"50303001",3,"1"
"50400401",1,"1"
"50402001",4,"1"
"50402201",4,"1"
"50402301",5,"1"
"50403001",3,"1"
"50403301",6,"1"
"50403501",2,"1"
"50404901",2,"1"
"50405901",4,"1"
"50408601",4,"1"
"50408801",2,"1"
"50409101",6,"1"
"50409501",5,"1"
"50409701",5,"1"
"50501501",2,"1"
"50501901",6,"1"
"50502101",2,"1"
"50507201",1,"1"
"50507301",3,"1"
"50507401",4,"1"
"50507501",2,"1"
"50510001",5,"1"
"50510301",4,"1"
"50510401",3,"1"
"50511401",4,"1"
"50511501",5,"1"
"50602701",4,"1"
"50603101",2,"1"
"50606801",6,"1"
"50606901",6,"1"
"50607001",3,"1"
"50607101",2,"1"
"50607201",2,"1"
"50607301",6,"1"
"50608901",3,"1"
"50609001",3,"1"
"50609401",2,"1"
"50609501",3,"1"
"50701801",2,"1"
"50702701",3,"1"
"50703101",4,"1"
"50703301",6,"1"
"50703401",4,"1"
"50704001",3,"1"
"50704401",2,"1"
"50707901",2,"1"
"50708401",3,"1"
"50708501",4,"1"
"50708601",5,"1"
"50709201",5,"1"
"50807001",3,"1"
"50807101",4,"1"
"50807201",6,"1"
"50807301",7,"1"
"50810101",5,"1"
"50810201",4,"1"
"50810301",2,"1"
"50810601",8,"1"
"50810701",4,"1"
"50801301",4,"1"
"50801401",3,"1"
"50801501",3,"1"
"50801601",1,"1"
"50801701",5,"1"
"50903601",3,"1"
"50903701",5,"1"
"50903801",4,"1"
"50904001",2,"1"
"50904501",10,"1"
"50906401",5,"1"
"50906701",7,"1"
"50906801",3,"1"
"50910101",1,"1"
"50910201",5,"1"
"50910301",5,"1"
"50910401",6,"1"
"50910501",6,"1"
"51200301",1,"1"
"51200501",5,"1"
"51200801",5,"1"
"51200901",2,"1"
"51201001",1,"1"
"51201601",2,"1"
"51201701",8,"1"
"51201801",5,"1"
"51201901",4,"1"
"51202001",1,"1"
"51205901",6,"1"
"51206001",4,"1"
"51206101",5,"1"
"51206201",5,"1"
"51511101",4,"1"
"51511201",4,"1"
"51511301",4,"1"
"51511401",2,"1"
"51511501",5,"1"
"51508101",1,"1"
"51508201",1,"1"
"51508301",5,"1"
"51508401",1,"1"
"51508501",3,"1"
"51502701",1,"1"
"51502801",7,"1"
"51502901",4,"1"
"51503001",5,"1"
"51503101",4,"1"
"51608701",6,"1"
"51609401",4,"1"
"51609501",10,"1"
"51600601",5,"1"
"51600701",5,"1"
"51600801",1,"1"
"51600901",1,"1"
"51601001",3,"1"
"51601501",7,"1"
"51601601",7,"1"
"51602101",4,"1"
"51602401",4,"1"
"51705201",1,"1"
"51705301",3,"1"
"51705601",8,"1"
"51705701",4,"1"
"51706601",4,"1"
"51706701",2,"1"
"51706801",5,"1"
"51707301",3,"1"
"51707401",5,"1"
"51707801",7,"1"
"51708101",9,"1"
"51708201",4,"1"
"51800201",4,"1"
"51801101",2,"1"
"51802101",6,"1"
"51803301",6,"1"
"51803401",2,"1"
"51804701",1,"1"
"51804801",6,"1"
"51805601",4,"1"
"51806401",4,"1"
"51806601",5,"1"
"51807501",3,"1"
"51807701",5,"1"
"51807801",7,"1"
"51808001",2,"1"
"51808401",5,"1"
"52001001",3,"1"
"52002201",3,"1"
"52003601",3,"1"
"52004101",10,"1"
"52004501",1,"1"
"52005201",5,"1"
"52005901",6,"1"
"52008001",4,"1"
"52009301",5,"1"
"52201201",7,"1"
"52201701",3,"1"
"52203001",3,"1"
"52206801",5,"1"
"52208601",11,"1"
"52209401",6,"1"
"52210901",7,"1"
"52211801",4,"1"
"52301001",5,"1"
"52301601",3,"1"
"52306401",3,"1"
"52307401",5,"1"
"52309101",5,"1"
"52311301",4,"1"
"52313001",2,"1"
"52314501",3,"1"
"52400301",4,"1"
"52401801",4,"1"
"52402701",3,"1"
"52405701",4,"1"
"52407101",7,"1"
"52407401",3,"1"
"52409201",4,"1"
"52410301",7,"1"
"52413301",3,"1"
"52414301",3,"1"
"52507001",5,"1"
"52508301",3,"1"
"52509101",2,"1"
"52511301",4,"1"
"52512401",4,"1"
"52513201",2,"1"
"52514401",6,"1"
"52515701",2,"1"
"52521601",6,"1"
"52700801",5,"1"
"52701501",6,"1"
"52703401",3,"1"
"52704601",3,"1"
"52706101",6,"1"
"52707501",3,"1"
"52707701",5,"1"
"52710301",5,"1"
"52900901",5,"1"
"52901601",3,"1"
"52903201",3,"1"
"52904201",4,"1"
"52905401",3,"1"
"52905901",1,"1"
"52906301",2,"1"
"52910901",3,"1"
"52912301",5,"1"
"52913501",5,"1"
"53001901",2,"1"
"53003301",3,"1"
"53006701",3,"1"
"53007601",4,"1"
"53009601",3,"1"
"53013801",4,"1"
"53014801",4,"1"
"53016301",4,"1"
"53017201",5,"1"
"53017801",1,"1"
"53100501",4,"1"
"53100801",4,"1"
"53100901",4,"1"
"53102501",3,"1"
"53103401",6,"1"
"53106101",4,"1"
"53108201",4,"1"
"53111801",4,"1"
"53113101",6,"1"
"53300601",3,"1"
"53302401",4,"1"
"53302701",5,"1"
"53305801",4,"1"
"53306101",3,"1"
"53306301",4,"1"
"53307801",3,"1"
"53310101",4,"1"
"53311301",4,"1"
"53313101",3,"1"
"53400601",4,"1"
"53401201",4,"1"
"53402401",3,"1"
"53403601",4,"1"
"53407101",2,"1"
"53408101",3,"1"
"53412601",5,"1"
"53414501",1,"1"
"53414901",6,"1"
"53415401",3,"1"
"53600601",4,"1"
"53601801",1,"1"
"53602301",4,"1"
"53606301",2,"1"
"53606302",4,"1"
"53606901",5,"1"
"53607301",3,"1"
"53607701",5,"1"
"53608801",5,"1"
"53609801",2,"1"
"53610101",2,"1"
"53610102",5,"1"
"53801801",4,"1"
"53802001",3,"1"
"53802601",4,"1"
"53803701",2,"1"
"53803801",4,"1"
"53805601",5,"1"
"53807201",3,"1"
"53808001",5,"1"
"53808501",4,"1"
"53809501",3,"1"
"54003601",4,"1"
"54004101",4,"1"
"54004501",2,"1"
"54004701",2,"1"
"54006601",6,"1"
"54008601",4,"1"
"54009201",4,"1"
"54012001",4,"1"
"54101401",3,"1"
"54101801",3,"1"
"54102301",1,"1"
"54103401",5,"1"
"54106401",4,"1"
"54108001",4,"1"
"54108801",3,"1"
"54109101",3,"1"
"54110201",4,"1"
"54110301",5,"1"
"54302701",7,"1"
"54304701",3,"1"
"54307801",3,"1"
"54308001",1,"1"
"54310301",3,"1"
"54310601",2,"1"
"54312701",3,"1"
"54312901",4,"1"
"54504001",5,"1"
"54505801",3,"1"
"54506701",5,"1"
"54508001",4,"1"
"54510201",2,"1"
"54511301",2,"1"
"54514001",4,"1"
"54514801",4,"1"
"54516201",4,"1"
"54600101",4,"1"
"54600301",1,"1"
"54600801",2,"1"
"54601501",1,"1"
"54602601",7,"1"
"54602901",1,"1"
"54605701",5,"1"
"54606301",4,"1"
"54607301",5,"1"
"54607701",2,"1"
"54801601",5,"1"
"54801701",5,"1"
"54801801",5,"1"
"54801901",3,"1"
"54802001",2,"1"
"54805101",5,"1"
"54805201",2,"1"
"54805301",2,"1"
"54805501",3,"1"
"54805601",4,"1"
"54800401",5,"1"
"54800501",8,"1"
"54800601",7,"1"
"54800901",6,"1"
"54801001",7,"1"
"54909101",4,"1"
"54909401",4,"1"
"54909501",4,"1"
"54909601",5,"1"
"54904301",5,"1"
"54904401",5,"1"
"54904501",6,"1"
"54904701",5,"1"
"54904901",7,"1"
"54900901",7,"1"
"54901101",2,"1"
"54901301",7,"1"
"54901501",4,"1"
"55011601",1,"1"
"55011701",7,"1"
"55011801",3,"1"
"55011901",5,"1"
"55012001",8,"1"
"55012101",4,"1"
"55012201",6,"1"
"55012301",4,"1"
"55012401",3,"1"
"55012601",4,"1"
"55006501",5,"1"
"55006601",6,"1"
"55006701",4,"1"
"55006801",8,"1"
"55006901",5,"1"
"55200101",2,"1"
"55200201",6,"1"
"55200301",2,"1"
"55200401",5,"1"
"55200701",6,"1"
"55204701",1,"1"
"55204702",3,"1"
"55204801",1,"1"
"55205001",5,"1"
"55205101",4,"1"
"55205201",4,"1"
"55205301",4,"1"
"55205401",5,"1"
"55205501",5,"1"
"55205601",2,"1"
"55205801",3,"1"
"55303001",3,"1"
"55303101",3,"1"
"55303201",3,"1"
"55303301",5,"1"
"55303401",1,"1"
"55303701",3,"1"
"55303801",4,"1"
"55303901",3,"1"
"55304001",5,"1"
"55304101",4,"1"
"55307501",4,"1"
"55307601",1,"1"
"55307701",6,"1"
"55307901",7,"1"
"55401601",1,"1"
"55401701",1,"1"
"55401801",4,"1"
"55401901",4,"1"
"55402001",3,"1"
"55405901",6,"1"
"55406001",5,"1"
"55406101",3,"1"
"55406301",6,"1"
"55407201",6,"1"
"55407301",6,"1"
"55407501",1,"1"
"55407601",6,"1"
"55506901",2,"1"
"55507001",4,"1"
"55507101",2,"1"
"55507701",2,"1"
"55502801",1,"1"
"55502901",4,"1"
"55503001",3,"1"
"55503101",4,"1"
"55501201",1,"1"
"55501301",8,"1"
"55501401",5,"1"
"55501501",6,"1"
"55501601",3,"1"
"55701901",2,"1"
"55702201",5,"1"
"55702501",4,"1"
"55702701",4,"1"
"55703201",5,"1"
"55703301",5,"1"
"55703401",8,"1"
"55703701",2,"1"
"55703801",4,"1"
"55704901",3,"1"
"55705001",5,"1"
"55806001",5,"1"
"55806101",5,"1"
"55806201",4,"1"
"55806301",3,"1"
"55806401",10,"1"
"55807701",2,"1"
"55807801",7,"1"
"55807901",4,"1"
"55808001",5,"1"
"55808501",2,"1"
"55810401",3,"1"
"55810501",7,"1"
"55810601",2,"1"
"55810701",3,"1"
"55810801",7,"1"
"56000201",1,"1"
"56000301",5,"1"
"56000401",5,"1"
"56000801",6,"1"
"56001101",3,"1"
"56001201",3,"1"
"56001301",7,"1"
"56001501",4,"1"
"56001601",5,"1"
"56004601",5,"1"
"56004701",3,"1"
"56004801",3,"1"
"56004901",6,"1"
"56300201",4,"1"
"56300401",2,"1"
"56300501",5,"1"
"56300601",4,"1"
"56302501",3,"1"
"56302701",5,"1"
"56302801",2,"1"
"56302901",7,"1"
"56303901",1,"1"
"56304001",4,"1"
"56304101",2,"1"
"56304401",3,"1"
"56305001",5,"1"
"56409901",3,"1"
"56410001",3,"1"
"56410101",6,"1"
"56410201",1,"1"
"56413901",6,"1"
"56414001",6,"1"
"56414101",4,"1"
"56414201",4,"1"
"56414301",5,"1"
"56425501",6,"1"
"56425601",4,"1"
"56425701",2,"1"
"56425801",5,"1"
"56425901",3,"1"
"56507201",4,"1"
"56507301",6,"1"
"56507401",4,"1"
"56507501",3,"1"
"56507601",1,"1"
"56508301",4,"1"
"56508401",2,"1"
"56508501",4,"1"
"56508701",8,"1"
"56511801",3,"1"
"56511901",4,"1"
"56512001",2,"1"
"56512101",2,"1"
"56512201",6,"1"
"56701101",5,"1"
"56701401",8,"1"
"56701701",7,"1"
"56709101",4,"1"
"56709201",2,"1"
"56710301",2,"1"
"56710401",6,"1"
"56710501",1,"1"
"56710701",5,"1"
"56710901",4,"1"
"56711301",3,"1"
"56711401",5,"1"
"56800801",1,"1"
"56800901",3,"1"
"56801301",1,"1"
"56801401",6,"1"
"56801501",4,"1"
"56806101",4,"1"
"56806201",5,"1"
"56806301",4,"1"
"56806401",3,"1"
"56806501",3,"1"
"56811701",3,"1"
"56812001",3,"1"
"56812101",5,"1"
"56812401",3,"1"
"56812501",4,"1"
"56904001",5,"1"
"56904201",6,"1"
"56904301",1,"1"
"56905101",5,"1"
"56905201",4,"1"
"56905301",4,"1"
"56911301",3,"1"
"56911501",5,"1"
"56911601",4,"1"
"56911701",3,"1"
"56911801",5,"1"
"57000501",4,"1"
"57000601",3,"1"
"57000701",3,"1"
"57000801",3,"1"
"57000901",6,"1"
"57001101",2,"1"
"57001201",4,"1"
"57001401",1,"1"
"57007301",1,"1"
"57007801",2,"1"
"57007802",5,"1"
"57008201",10,"1"
"57101701",3,"1"
"57101801",1,"1"
"57101901",3,"1"
"57102001",4,"1"
"57107501",4,"1"
"57107801",10,"1"
"57107901",4,"1"
"57108001",5,"1"
"57108101",1,"1"
"57110701",4,"1"
"57110801",3,"1"
"57110901",4,"1"
"57111001",4,"1"
"57111101",4,"1"
"57315801",4,"1"
"57316101",5,"1"
"57316301",5,"1"
"57316401",3,"1"
"57317301",4,"1"
"57317401",3,"1"
"57317501",3,"1"
"57313001",4,"1"
"57314101",5,"1"
"57314201",5,"1"
"57314301",4,"1"
"57314401",8,"1"
"57314402",3,"1"
"57314501",3,"1"
"57601901",4,"1"
"57602001",5,"1"
"57602201",5,"1"
"57603701",6,"1"
"57603901",4,"1"
"57604401",6,"1"
"57604601",5,"1"
"57604801",2,"1"
"57604901",4,"1"
"57601001",3,"1"
"57601101",6,"1"
"57601201",5,"1"
"57601301",10,"1"
"57601401",1,"1"
"57701601",4,"1"
"57701801",1,"1"
"57701901",4,"1"
"57702601",7,"1"
"57707401",8,"1"
"57707501",4,"1"
"57707601",11,"1"
"57707701",3,"1"
"57707801",3,"1"
"57706501",5,"1"
"57706601",2,"1"
"57706701",2,"1"
"57706901",1,"1"
"57804901",3,"1"
"57805101",5,"1"
"57807401",2,"1"
"57808401",1,"1"
"57808501",3,"1"
"57808601",3,"1"
"57808701",3,"1"
"57808801",4,"1"
"57808901",6,"1"
"57809901",4,"1"
"57810001",5,"1"
"57810101",3,"1"
"57810201",5,"1"
"57810301",8,"1"
"58000601",9,"1"
"58000901",2,"1"
"58002701",1,"1"
"58004201",6,"1"
"58004401",2,"1"
"58005201",3,"1"
"58005202",3,"1"
"58007801",4,"1"
"58009601",4,"1"
"58010001",3,"1"
"58010901",6,"1"
"58101801",3,"1"
"58103301",4,"1"
"58105601",3,"1"
"58106201",4,"1"
"58106501",5,"1"
"58107901",1,"1"
"58108401",3,"1"
"58108402",4,"1"
"58108701",5,"1"
"58109101",4,"1"
"58109201",4,"1"
"58203801",5,"1"
"58206701",5,"1"
"58207601",5,"1"
"58209401",4,"1"
"58210801",5,"1"
"58213801",1,"1"
"58214401",1,"1"
"58214501",3,"1"
"58400701",11,"1"
"58401301",4,"1"
"58404001",8,"1"
"58405901",5,"1"
"58406701",4,"1"
"58408001",3,"1"
"58409801",3,"1"
"58409901",5,"1"
"58412301",5,"1"
"58414501",4,"1"
"58700401",3,"1"
"58700701",7,"1"
"58702301",1,"1"
"58703701",2,"1"
"58705201",3,"1"
"58705901",1,"1"
"58706201",7,"1"
"58801201",2,"1"
"58805001",5,"1"
"58805401",5,"1"
"58806101",5,"1"
"58808001",3,"1"
"58808701",8,"1"
"58809401",4,"1"
"58809701",5,"1"
"58811301",6,"1"
"58812201",5,"1"
"58812202",4,"1"
"58902501",5,"1"
"58903401",1,"1"
"58904701",5,"1"
"58904901",5,"1"
"58906401",1,"1"
"58909001",3,"1"
"58911301",5,"1"
"58914101",4,"1"
"58914301",2,"1"
"58916101",3,"1"
"59200501",5,"1"
"59201701",1,"1"
"59203201",4,"1"
"59204601",3,"1"
"59209101",6,"1"
"59210801",9,"1"
"59213101",3,"1"
"59214001",1,"1"
"59214601",6,"1"
"59400401",4,"1"
"59400601",3,"1"
"59402001",3,"1"
"59403801",3,"1"
"59405201",1,"1"
"59406401",5,"1"
